date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 20,20,prop,prop 20.html,general,"Prop 20, pros and cons: CA's crime crackdown prop | abc10.com","CA Prop 20: Crime crackdown. Proposition 20 would amend the constitution to increase penalties for certain ...Oct 15, 2020",https://www.abc10.com/article/news/politics/elections/prop-20-2020-elections/103-550cbbf0-6ea3-4c2d-81f9-23008e54ef69,8,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,knowledge,Proposition 21 [Ballot] - Legislative Analyst's Office,"Allows for Expansion of Rent Control. The measure modifies the three main limitations of Costa-Hawkins, allowing cities and counties to apply rent control to more properties than under current law. Specifically, cities and counties can apply rent control to most housing that is more than 15 years old.","https://lao.ca.gov/BallotAnalysis/Proposition?number=21&year=2020#:~:text=Allows%20for%20Expansion%20of%20Rent,more%20than%2015%20years%20old.",0,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,Proposition 21 [Ballot] - Legislative Analyst's Office,,"https://lao.ca.gov/BallotAnalysis/Proposition?number=21&year=2020#:~:text=Allows%20for%20Expansion%20of%20Rent,more%20than%2015%20years%20old.",0,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,California Proposition 21: Rent control | CalMatters,"Proposition 21 would allow cities to pass rent control measures on almost all ... of millions per year,” according to an analysis by the Legislative Analyst's office, ...",https://calmatters.org/election-2020-guide/proposition-21-rent-control/,2,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,Proposition 21 explained: Why does Gavin Newsom oppose it?,"4 days ago — California's Proposition 21 would allow local governments to pass rent control measures on almost all housing that's more than 15 years old, ...",https://www.sfgate.com/politics/article/Proposition-21-explained-rent-control-Newsom-Prop-15670347.php,3,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,California Prop 21 explained: Expanding rent control | cbs8.com,"Prop 21 would let cities and counties place rent controls on more properties, expanding on current state law.Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/prop-21-explained-expanding-rent-control/509-ddd46a46-8ce1-41a8-b930-184b4701964f,4,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,"The Pros and Cons of Prop 21, The Rent Control Measure ...","Oct 20, 2020 — California's Proposition 21 asks voters to decide if local ... that the standard to try to get it up to the market rate,"" explained Rachael Callahan.",https://www.nbcsandiego.com/news/local/californians-to-decide-on-prop-21-the-rent-control-measure/2427980/,5,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,"California Proposition 21, Local Rent Control Initiative (2020 ...",Jump to Ballot summary — Ballot summary. The ballot summary is as follows: “. Amends state law to allow local ...,"https://ballotpedia.org/California_Proposition_21,_Local_Rent_Control_Initiative_(2020)",6,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,California Prop. 21 explained: Initiative would allow cities to ...,"Sep 30, 2020 — It prevents cities from capping rent on units built after 1995. Proposition 21 allows local governments to establish more rent controls on residential ...",https://abc7.com/prop-21-california-2020-ca-what-is/6665974/,7,
10/28/2020,prop 21 explained,21,explained,prop 21 explained.html,general,Prop. 21: Does rent control make sense in a COVID recession ...,"Oct 14, 2020 — A rally in support of Proposition 21, a statewide rent control ballot ... are uneven and don't mean housing is suddenly affordable, he said.",https://www.latimes.com/business/story/2020-10-14/prop-21-rent-control-coronavirus-recession,8,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,California Proposition 21: Rent control | CalMatters,Proposition 21 would allow cities to pass rent control measures on almost all rental ... You might remember voting on a very similar measure in 2018 — it went ...,https://calmatters.org/election-2020-guide/proposition-21-rent-control/,0,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Proposition 21 | Official Voter Information Guide | California ...,PRO Proposition 21 is the change we need to tackle homelessness. A YES Vote on Proposition 21 is a vote to keep families in their homes. A strong coalition of ...,https://voterguide.sos.ca.gov/propositions/21/,1,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,"California Proposition 21, Local Rent Control Initiative (2020 ...","A ""yes"" vote supports this ballot initiative to allow local governments to enact rent control on housing that was first occupied over 15 years ago, with an exception ...‎Support · ‎Opposition · ‎Campaign finance · ‎Media editorials","https://ballotpedia.org/California_Proposition_21,_Local_Rent_Control_Initiative_(2020)",2,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Election 2020 California Proposition 21 | KQED,"If you are voting in person, here's where to find your polling place. The deadline to register to vote online was Oct. 19. You can still register to vote and update your ...",https://www.kqed.org/voterguide/proposition-21-rent-control,3,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Proposition 21 - Vote No on Proposition 21 on November 3 ...,"We need real solutions, not the same poorly written initiative on the ballot year after year — Vote No on Proposition 21 this November.‎Get The Facts · ‎Who We Are · ‎Media · ‎Campaign Materials",https://noonprop21.vote/,4,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,California Prop 21 explained: Expanding rent control | cbs8.com,"California Proposition 21, Local Rent Control Initiative (2020). What does a 'YES' vote mean on Prop 21? A ...Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/prop-21-explained-expanding-rent-control/509-ddd46a46-8ce1-41a8-b930-184b4701964f,5,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Vote Yes on Prop 21 • Keep Families In Their Homes,"Proposition 21 allows our communities to limit rent increases and preserve affordable housing. It brings stability to seniors, families and working Californians.",https://yeson21ca.org/,6,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,"Vote ""NO"" on Proposition 21 - Apartment Association of ...",Rent control is on the General Election ballot and the stakes for the rental-housing industry have never been higher. Proposition 21 would not only expand rent ...,https://www.aaoc.com/vote-no-on-proposition-21.html,7,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Proposition 18: Allow some 17-year-olds to vote in primaries. Proposition 19: Property tax ... Proposition 21: Rent control. Proposition 22: Job ...,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,8,
10/28/2020,prop 21 how to vote,21,how to vote,prop 21 how to vote.html,general,Prop 21: Local Governments and Rent Control | CAVotes.org,Housing costs in California tend to be higher than other states. Several California cities have “rent control” laws that limit how much landlords can increase rents ...,https://cavotes.org/vote/elections/ballot-measures/prop-21-local-governments-and-rent-control,9,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,California Proposition 21: Rent control | CalMatters,"Proposition 21 would allow cities to pass rent control measures on almost all ... cap rent increases by “mom-and-pop landlords,” who own no more than two small ... Editorial: Yes on Prop. 21. California has a housing crisis and cities should be ...",https://calmatters.org/election-2020-guide/proposition-21-rent-control/,0,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,"California Proposition 21, Local Rent Control Initiative (2020 ...","California Proposition 21, the Local Rent Control Initiative, is on the ballot in ... A ""yes"" vote supports this ballot initiative to allow local governments to enact rent ... A ""no"" vote opposes this ballot initiative, thereby continuing to prohibit rent ...‎AIDS Healthcare Foundation · ‎Bernie Sanders · ‎Michael Weinstein · ‎Gavin Newsom","https://ballotpedia.org/California_Proposition_21,_Local_Rent_Control_Initiative_(2020)",1,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,Yes on 21: Will Big Real Estate Spend $100 Million to Kill ...,"2 days ago — Yes on 21: Will Big Real Estate Spend $100 Million to Kill California's Prop 21? ... For many, the choice is a no-brainer: YES on Proposition 21.",https://www.businesswire.com/news/home/20201026005942/en/Yes-on-21-Will-Big-Real-Estate-Spend-100-Million-to-Kill-California%E2%80%99s-Prop-21,2,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,"'Yes on 21' Warns, 'No on Prop 21' Campaign Raises ...","Oct 20, 2020 — 'Yes on 21' Warns, 'No on Prop 21' Campaign Raises Staggering $78M to Kill California's Rent Control Measure.",https://www.businesswire.com/news/home/20201020006322/en/%E2%80%98Yes-on-21%E2%80%99-Warns-%E2%80%98No-on-Prop-21%E2%80%99-Campaign-Raises-Staggering-78M-to-Kill-California%E2%80%99s-Rent-Control-Measure,3,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,"The Pros and Cons of Prop 21, The Rent Control Measure ...","Oct 20, 2020 — California's Proposition 21 asks voters to decide if local municipalities ... In 2018 voters said 'no' to a rent control measure but its supporters are trying ... Voting 'yes' on Prop 21 would allow cities or counties to limit how much ...",https://www.nbcsandiego.com/news/local/californians-to-decide-on-prop-21-the-rent-control-measure/2427980/,4,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,Prop 21: The Rental Affordability Act - YES (listed in ...,"Oct 20, 2020 — Vote YES on Prop 21 to allow cities and counties to establish and regulate rent control. Proposition 21 asks voters to amend state law in order ...",https://progressivevotersguide.com/california/2020/general/proposition-21?language_content_entity=en,6,
10/28/2020,prop 21 yes or no,21,yes or no,prop 21 yes or no.html,general,Proposition 21 [Ballot] - Legislative Analyst's Office,A YES vote on this measure means: State law would allow cities and counties to apply more kinds of rent control to more properties than under current law. A NO ...,https://lao.ca.gov/BallotAnalysis/Proposition?number=21&year=2020,7,
10/28/2020,prop 21,21,prop,prop 21.html,knowledge,,"DescriptionDescriptionProposition 21, an initiative for local rent control officially called the Expands Local Governments’ Authority to Enact Rent Control on Residential Property. Initiative Statute, is a California ballot proposition that will appear on the ballot for the general election on November 3, 2020. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Expands Local Governments’ Authority to Enact Rent Control on Residential Property. Initiative Statute. * Amends state law to allow local governments to establish rent control on residential properties over 15 years old. Allows local limits on annual rent increases to differ from current statewide limit. * Allows rent increases in rent‑controlled properties of up to 15 percent over three years at start of new tenancy (above any increase allowed by local ordinance). * Exempt... Expands Local Governments’ Authority to Enact Rent Control on Residential Property. Initiative Statute.
* Amends state law to allow local governments to establish rent control on residential properties over 15 years old. Allows local limits on annual rent increases to differ from current statewide limit.

* Allows rent increases in rent-controlled properties of up to 15 percent over three years at start of new tenancy (above any increase allowed by local ordinance).

* Exempts individuals who own no more than two homes from new rent-control policies.

* In accordance with California law, prohibits rent control from violating landlords’ right to fair financial return.MoreLessSources include: Ballotpedia",,0,
10/28/2020,prop 21,21,prop,prop 21.html,general,"California Proposition 21, Local Rent Control Initiative (2020 ...","California Proposition 21, the Local Rent Control Initiative, is on the ballot in California as an initiated state statute on November 3, 2020.‎AIDS Healthcare Foundation · ‎Bernie Sanders · ‎Michael Weinstein · ‎Gavin Newsom","https://ballotpedia.org/California_Proposition_21,_Local_Rent_Control_Initiative_(2020)",0,
10/28/2020,prop 21,21,prop,prop 21.html,general,California Proposition 21: Rent control | CalMatters,"Proposition 21 would allow cities to pass rent control measures on almost all rental housing, as long as it's more than 15 years old.",https://calmatters.org/election-2020-guide/proposition-21-rent-control/,1,
10/28/2020,prop 21,21,prop,prop 21.html,general,Proposition 21 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 21 · EXPANDS LOCAL GOVERNMENTS' AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY.,https://voterguide.sos.ca.gov/propositions/21/,2,
10/28/2020,prop 21,21,prop,prop 21.html,general,Proposition 21 [Ballot] - Legislative Analyst's Office,A YES vote on this measure means: State law would allow cities and counties to apply more kinds of rent control to more properties than under current law.,https://lao.ca.gov/BallotAnalysis/Proposition?number=21&year=2020,3,
10/28/2020,prop 21,21,prop,prop 21.html,general,Prop. 21: Will more rent control make housing more affordable?,"2 days ago — Also called the Rental Affordability Act, Proposition 21 seeks to go beyond the statewide measures that took effect at the beginning of this year to ...",https://www.northbaybusinessjournal.com/article/industrynews/prop-21-will-more-rent-control-make-housing-more-affordable/,5,
10/28/2020,prop 21,21,prop,prop 21.html,general,Election 2020 California Proposition 21 | KQED,"Proposition 21 would allow cities to once again enact rent control laws, but only for properties more than 15 years old. Cities could also prevent landlords from ...",https://www.kqed.org/voterguide/proposition-21-rent-control,6,
10/28/2020,prop 21,21,prop,prop 21.html,general,"Prop 21, pros and cons: CA's rent control expansion prop ...","In the 2020 election, Proposition 21 would allow cities throughout the state to pass rent control. A similar ...Oct 15, 2020",https://www.abc10.com/article/news/politics/elections/prop-21-2020-elections/103-a3cd1f9c-a8c5-444c-a3da-7496fc66de29,7,
10/28/2020,prop 21,21,prop,prop 21.html,general,Prop 21: Local Governments and Rent Control | CAVotes.org,Prop 21 would require that rent control laws allow landlords a fair rate of return (this would put past court rulings into the state law). Fiscal Effect: Economic Effects.,https://cavotes.org/vote/elections/ballot-measures/prop-21-local-governments-and-rent-control,8,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,Prop. 22 Explained: Why Gig Companies Are Spending Huge ...,"2 days ago — Proposition 22 states that it would ""require rideshare and delivery network companies to offer new protections and benefits for app-based rideshare and delivery drivers."" ... Prop. 22 would also stop local governments from requiring gig companies to increase benefits and protections to gig workers.",https://www.kqed.org/news/11843123/prop-22-explained-why-gig-companies-are-spending-huge-money-on-an-unprecedented-measure,0,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,What Prop. 22's defeat would mean for Uber and Lyft — and ...,"Oct 19, 2020 — The Proposition 22 pay gap. Proposition 22 would eliminate overtime and reduce the pay of app-based drivers below what most should earn if ...",https://www.latimes.com/business/technology/story/2020-10-19/prop-22-explained,1,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,"California Proposition 22, App-Based Drivers as Contractors ...","Jump to Ballot summary — A ""no"" vote opposes this ballot initiative, meaning California Assembly Bill 5 (2019) could be used to decide whether app-based ...‎Overview · ‎Support · ‎Opposition · ‎Media editorials","https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",2,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,Prop 22 explained: how California voters could upend the gig ...,"Oct 15, 2020 — What is Proposition 22? Proposition 22 is a ballot measure that would exempt gig companies from AB5, a landmark labor law passed in 2019 that ...",https://www.theguardian.com/us-news/2020/oct/15/proposition-22-california-ballot-measure-explained,3,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,California Proposition 22: Exempting some gig workers ...,19 hours ago — Proposition 22 would exempt gig companies like Uber and Lyft from a new state law requiring them to treat workers as employees.,https://calmatters.org/election-2020-guide/proposition-22-gig-workers-ab-5/,4,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,Proposition 22 explained - Action News Now,"4 hours ago — Proposition 22 allows app-based companies like Uber, Lyft, and DoorDash to keep their drivers as independent contractors rather than ...",https://www.actionnewsnow.com/content/election-stories/Proposition-22-explained-572887781.html,5,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,"What is prop 22? Uber, Doordash and others are spending ...","Oct 9, 2020 — The ballot measure, known as Proposition 22, would establish drivers ... of the minimum wage for “engaged time,” meaning time giving rides or ...",https://www.washingtonpost.com/technology/2020/10/09/prop22-uber-doordash/,6,
10/28/2020,prop 22 explained,22,explained,prop 22 explained.html,general,Proposition 22 | Official Voter Information Guide | California ...,"SUMMARY. Put on the Ballot by Petition Signatures. Classifies app-based drivers as ""independent contractors,"" instead of ""employees,"" and provides ...",https://voterguide.sos.ca.gov/propositions/22/,7,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,ad,Vote YES on Prop 22 - Save Independent Jobs,YES on 22 Would Ensure Historic New Wage Guarantees & Benefits For App-Based Drivers.,https://yeson22.com/,0,Paid for by YES ON 22 - SAVE APP-BASED JOBS & SERVICES
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,Proposition 22 | Official Voter Information Guide | California ...,WHAT YOUR VOTE MEANS. YES A YES vote on this measure means: App-based rideshare and delivery companies could hire drivers as independent contractors ...,https://voterguide.sos.ca.gov/propositions/22/,0,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,"California Proposition 22, App-Based Drivers as Contractors ...","Amending Proposition 22 would require a seven-eights (87.5%) vote in each chamber of the California State Legislature and the governor's signature, provided ...‎Overview · ‎Support · ‎Opposition · ‎Media editorials","https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",1,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,NO On Prop 22 Fact Sheet – California Labor Federation,"What is Prop 22, the Uber/Lyft Ballot Measure? · Prop 22 was written for app companies, by app companies — NOT for workers and our families. VOTE NO ON ...",https://calaborfed.org/no-on-prop-22-faq/,2,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,Poll shows tightening race for Prop. 22 in California - Los ...,"2 days ago — The online poll of 5352 likely voters found 46% said they would vote in favor of Proposition 22, while 42% would vote against it.",https://www.latimes.com/california/story/2020-10-26/berkeley-poll-california-prop-22-15-races-tighten-november-2020-election,3,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,Election 2020 California Proposition 22 | KQED,"If you are voting in person, here's where to find your polling place. The deadline to register to vote online was Oct. 19. You can still register to vote and update your ...",https://www.kqed.org/voterguide/proposition-22-ab-5-gig-workers,4,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,The Case for Voting “No” on Prop 22 | KNOCK,3 days ago — It's not about flexibility. It's about undermining over 150 years of worker self-determination and worker power. Vote no on Prop 22 to protect ...,https://knock-la.com/the-case-for-voting-no-on-ca-prop-22-a64d25b2828d,5,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,California Proposition 22: Exempting some gig workers ...,"Why am I voting on this? Gig companies were a primary political target of the new law, but they've fought state and city attorneys over whether they should have to ...",https://calmatters.org/election-2020-guide/proposition-22-gig-workers-ab-5/,6,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,What to know about gig worker pay before voting on Prop. 22,"Others who have spent years dialing in the best-paying routes say they'll vote no on Prop. 22, and that ...Oct 6, 2020 · Uploaded by CalMatters",https://calmatters.org/economy/2020/10/gig-worker-pay-prop-22/,7,
10/28/2020,prop 22 how to vote,22,how to vote,prop 22 how to vote.html,general,2020 California Proposition 22 - Wikipedia,"Proposition 22, titled Exempts App-Based Transportation and Delivery Companies from Providing Employee Benefits to Certain Drivers, is a California ballot ...",https://en.wikipedia.org/wiki/2020_California_Proposition_22,8,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,Proposition 22 | Official Voter Information Guide | California ...,NO A NO vote on this measure means: App-based rideshare and delivery ... PRO Yes on 22 PROTECTS app-based drivers' choice to be independent ...‎Arguments and Rebuttals · ‎Proposition 23 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/22/,0,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,Prop. 22 Explained: Why Gig Companies Are Spending Huge ...,"2 days ago — Prop. 22, backed by huge amounts of cash from gig companies, would ... 22 and he didn't want to have to click yes or OK, but he had no option.",https://www.kqed.org/news/11843123/prop-22-explained-why-gig-companies-are-spending-huge-money-on-an-unprecedented-measure,1,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,"California Proposition 22, App-Based Drivers as Contractors ...","A ""no"" vote opposes this ballot initiative, meaning California Assembly Bill 5 ... Through October 22, 2020, Yes on Proposition 22 received $199.12 million, which ...‎Overview · ‎Support · ‎Opposition · ‎Campaign finance","https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",2,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,Proposition 22: Here are both sides of California ballot ...,"Oct 18, 2020 — A 'Yes' vote would consider gig-workers as independent contractors, making app-based companies exempt from AB 5. A 'No' vote would ...",https://abc7news.com/prop-22-proposition-yes-on-no/7138441/,3,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,NO On Prop 22 Fact Sheet – California Labor Federation,"What is Prop 22, the Uber/Lyft Ballot Measure? Uber, Lyft, Instacart and Doordash wrote Proposition 22 to create a special exemption for themselves from ...",https://calaborfed.org/no-on-prop-22-faq/,4,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,Prop 22 opponents say Yes on 22 should not be able to mail ...,"Oct 21, 2020 — The No on 22 campaign alleges the Yes side is not eligible for a nonprofit postal status and is asking USPS to revoke its permit. It's much cheaper ...",https://techcrunch.com/2020/10/21/prop-22-opponents-say-yes-on-22-should-not-be-able-to-mail-flyers-as-nonprofit/,5,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,What to know about gig worker pay before voting on Prop. 22,"No, the controversial ballot measure won't ban Uber and Lyft in California. ... convince California voters to ...Oct 6, 2020 · Uploaded by CalMatters",https://calmatters.org/economy/2020/10/gig-worker-pay-prop-22/,6,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,"Skelton: It's a close call, but vote yes on Prop. 22","Oct 19, 2020 — “No corporations should be able to buy their own laws.” Maybe. But the U.S. Supreme Court allows it. The largest donors for Proposition 22 are ...",https://www.mercurynews.com/skelton-its-a-close-call-but-vote-yes-on-prop-22,7,
10/28/2020,prop 22 yes or no,22,yes or no,prop 22 yes or no.html,general,Opinion: Vote 'yes' on California's Prop. 22 - Berkeleyside,"6 days ago — Opinion: Vote 'yes' on Proposition 22: Don't let disgust at corporate greed crowd ... To summarize, voting no on 22 will likely shrink the part-time ...",https://www.berkeleyside.com/2020/10/22/opinion-proposition-22-california-uber-lyft-postmates,8,
10/28/2020,prop 22,22,prop,prop 22.html,knowledge,,"DescriptionDescriptionProposition 22, titled Exempts App-Based Transportation and Delivery Companies from Providing Employee Benefits to Certain Drivers, is a California ballot proposition appearing on the ballot for the general election on November 3, 2020. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Exempts App‑Based Transportation and Delivery Companies from Providing Employee Benefits to Certain Drivers. Initiative Statute. * Classifies drivers for app‑based transportation (rideshare) and delivery companies as “independent contractors,” not “employees,” unless company: sets drivers’ hours, requires acceptance of specific ride and delivery requests, or restricts working for other companies. * Independent contractors are not covered by vario... Exempts App-Based Transportation and Delivery Companies from Providing Employee Benefits to Certain Drivers. Initiative Statute.
* Classifies drivers for app-based transportation (rideshare) and delivery companies as “independent contractors,” not “employees,” unless company: sets drivers’ hours, requires acceptance of specific ride and delivery requests, or restricts working for other companies.

* Independent contractors are not covered by various state employment laws—including minimum wage, overtime, unemployment insurance, and workers’ compensation.

* Instead, independent-contractor drivers would be entitled to other compensation—including minimum earnings, healthcare subsidies, and vehicle insurance.

* Restricts certain local regulation of app-based drivers.

* Criminalizes impersonation of drivers.MoreLessSources include: Ballotpedia",,0,
10/28/2020,prop 22,22,prop,prop 22.html,general,"California Proposition 22, App-Based Drivers as Contractors ...","California Proposition 22, App-Based Drivers as Contractors and Labor Policies Initiative (2020). From Ballotpedia. Jump to: navigation, search. California ...‎California Assembly Bill 5 (2019) · ‎Proposition 8 · ‎Proposition 94 · ‎Proposition 87","https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)",0,
10/28/2020,prop 22,22,prop,prop 22.html,general,Proposition 22 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 22 · EXEMPTS APP-BASED TRANSPORTATION AND DELIVERY COMPANIES FROM PROVIDING EMPLOYEE ...,https://voterguide.sos.ca.gov/propositions/22/,1,
10/28/2020,prop 22,22,prop,prop 22.html,general,California Proposition 22: Exempting some gig workers ...,Proposition 22 would exempt gig companies like Uber and Lyft from a new state law requiring them to treat workers as employees.,https://calmatters.org/election-2020-guide/proposition-22-gig-workers-ab-5/,2,
10/28/2020,prop 22,22,prop,prop 22.html,general,Lawsuits and labor backlash: Prop. 22's cutthroat final days ...,But Prop. 22 — a business-backed measure to exempt gig companies from state labor law AB 5 and change ...1 day ago · Uploaded by CalMatters,https://calmatters.org/politics/california-election-2020/2020/10/lawsuits-labor-prop-22/,3,
10/28/2020,prop 22,22,prop,prop 22.html,general,Prop. 22 Explained: Why Gig Companies Are Spending Huge ...,2 days ago — Proposition 22 is written as an exemption from AB 5 for any company that provides transportation or delivery services through an app. It would ...,https://www.kqed.org/news/11843123/prop-22-explained-why-gig-companies-are-spending-huge-money-on-an-unprecedented-measure,4,
10/28/2020,prop 22,22,prop,prop 22.html,general,"How Uber, Lyft, DoorDash drivers are navigating Prop. 22 ...",1 day ago — Ask them about Proposition 22 — the measure on the California ballot that will determine their worker classification as either independent ...,https://www.latimes.com/business/technology/story/2020-10-27/uber-lyft-doordash-drivers-prop-22,6,
10/28/2020,prop 22,22,prop,prop 22.html,general,"No on Prop 22 California: Written BY App Companies, FOR ...","Prop 22: Written BY App Companies, FOR App Companies. Uber, Lyft, and DoorDash spent millions to write a deceptive measure and qualify it for the ...",https://nooncaprop22.com/,8,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,knowledge,Proposition 23 | Official Voter Information Guide | California ...,Put on the Ballot by Petition Signatures Prohibits clinics from reducing services without state approval. Prohibits clinics from refusing to treat patients based on payment source. Fiscal Impact: Increased state and local government costs likely in the low tens of millions of dollars annually.,"https://voterguide.sos.ca.gov/propositions/23/#:~:text=Put%20on%20the%20Ballot%20by%20Petition%20Signatures&text=Prohibits%20clinics%20from%20reducing%20services,of%20millions%20of%20dollars%20annually.",0,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,Proposition 23 | Official Voter Information Guide | California ...,,"https://voterguide.sos.ca.gov/propositions/23/#:~:text=Put%20on%20the%20Ballot%20by%20Petition%20Signatures&text=Prohibits%20clinics%20from%20reducing%20services,of%20millions%20of%20dollars%20annually.",0,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,California Proposition 23: Rules for kidney dialysis clinics,Proposition 23 would require kidney dialysis clinics to have at least one doctor ... Proposition 23: Kidney dialysis clinic rules ... Endorsement: No on Prop 23.,https://calmatters.org/election-2020-guide/proposition-23-kidney-dialysis-clinics/,2,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,Proposition 23 explained: What to make of all these dialysis ...,"Oct 5, 2020 — In short, Prop. 23 would require the following from dialysis clinics across the state: — The presence of least one licensed physician on site ...",https://www.sfgate.com/politics/article/Proposition-23-California-dialysis-ads-what-is-TV-15616765.php,3,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,"California Proposition 23, Dialysis Clinic Requirements ...","California Proposition 23, the Dialysis Clinic Requirements Initiative, is on the ballot ... formulas, Ballotpedia scored the readability of the ballot title and summary for ... No on Prop 23, is leading the campaign in opposition to the ballot initiative.","https://ballotpedia.org/California_Proposition_23,_Dialysis_Clinic_Requirements_Initiative_(2020)",4,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,California Prop. 23 explained: Here's how measure would ...,"Oct 1, 2020 — Proposition 23, a labor-backed initiative, is a new version of a similar measure that voters turned down last year. Prop. 23 requires a physician or ...",https://abc7news.com/politics/prop-23-would-impact-dialysis-clinics-patients/6699531/,5,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,California voters to consider dialysis regulations with Prop. 23 ...,"Oct 20, 2020 — Proposition 23 would require dialysis clinics to employ at least one ... California voters will again consider new dialysis center regulations with Prop. 23 ... $105.2 million to fight Proposition 23, according to a Times analysis of ...",https://www.latimes.com/california/story/2020-10-20/california-dialysis-center-regulations-proposition-23,6,
